,ImageViewed URL,Task1Naming,Task1Meaning,Task1GroundTruth,Category
219,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Heatmap,Obesity levels by state,,3
220,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4C.png,file system diagram,indent tree,,4
221,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,line plot,Index chart/line chart,,1
222,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4D.png,block plot,icicle tree,,4
223,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,trend plot,horizon graph,,1
224,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,scatter plots,Splom / scatterplot matrix,,2
225,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5A.png,network graph,force-directed layout,,5
226,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,sphere plot,Dorling Cartogram/area chart,,3
227,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Point Scatter plot,Q-Q plot,,2
228,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Geo distribution plot,choroploth map,,3
229,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,multi line plot,stacked graph,,1
230,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,circular tree graph,polar coordinates node-link / tree,,4
231,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,dont know,parallel Coordinates,,2
232,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,circle plot,nested circle,,4
233,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,connection graph,arc diagram,,5
234,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,matrix plot,matrix view,,5
235,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,pie chart,pie chart / area chart,,3
236,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,map,flow map / mpa,,3
237,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,concentric figure,sunburst,,4
238,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,tree,Radial node-link diagram / tree,,4
239,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,trends,small multiples,,1
240,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,area plot,treemap,,4
241,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,stock price graph,Index chart/line chart,,1
242,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,heatmap,choroploth map,,3
243,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,pie chart,pie chart / area chart,,3
244,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,scatterplot,Splom / scatterplot matrix,,2
245,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Mapping,parallel Coordinates,,2
246,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,frequency chart,stem-and-leaf plot,,2
247,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,time series plot,small multiples,,1
248,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,scatterplot,Q-Q plot,,2
249,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Variation of stock with time,,,1
250,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Variation of employment rate with profession,,,1
251,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,Deviation from average unemployment rate,,,1
252,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Participation Ranking,,,2
253,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Group completion trend,,,2
254,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Car Data by Country,,,2
255,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Data by Car Characteristics,,,2
256,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Progression of army over time,,,3
257,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Heat map of obesity in the US,,,3
258,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,Obesity chart per state,,,3
259,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Absolute and Percentage of Obesity,,,3
260,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,Sunburst Visualization of Software Package Structure,,,4
261,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,Treemap Visualization of Software Package Structure,,,4
262,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,Circle Packing Visualization of Software Package Structure,,,4
263,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5A.png,Force-Directed Graph Visualization of Character Interactions,,,5
264,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,Word Frequency & co-occurance,,,5
265,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,Word Interaction Matrix,,,5
266,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Line chart depicting stock trends,,,1
267,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Unemployment across domains over a decade,,,1
268,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Sectorwise unemployment trends,,,1
269,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,National Unemployment compared to annual average,,,1
270,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Participation rates,,,2
271,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Line Graph,Percent change in stock price,Index Chart,1
272,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,Pie Chart,Heirarchy / Tree,Sunburst Layout,4
273,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,bar-heat map,Frequency of appearance of numbers,Stem-and-Leaf Plot,2
274,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Marching chart,Path of military campaign,Flow Map,3
275,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Shaded Intersecting Line Chart,Various elements of the econ,Stacked Graph,1
276,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,Heat connection map,Interactions of writers / relationships,Arc Diagram,5
277,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4D.png,Breakdown,How much each is informed by each of its parts,Icicle Tree Layout,4
278,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,Area informed pie chart,Distributions based on geographic area,Graduated Symbol Map,3
279,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Set of area graphs,Employment,Small Multiples,1
280,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,Relational Model,Showing the different branches of flare,Radial Node-link Diagram,4
281,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Loom / Weave,How number of cylinders relate to attributes of a car,Parallel Coordinates,2
282,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Scatterplot,Each plot a comparison of 2 of the vars,Scatter Plot Matrix,2
283,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,Stocks,"Negative Red, Positive Blue",Horizon Graphs,1
284,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,Importance,More important things are bigger,Treemap Layout,4
285,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,Venn Diagram,"Orange ones are data, larger circles are category",Nested Circles Layout,4
286,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Weight / Obesity,"Red is most dense, lighter / green is less",Choropleth Map,3
287,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4C.png,Model Tree,Different storage for variables in a computer,Indented Tree Layout,4
288,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,Logic Puzzle,"Family tree, what people share similar traits",Matrix View,5
289,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Cat and Whisker Plot,Represent data points from 0.1 to 10.0,Stem-and-Leaf Plot,2
290,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Scatterplot,Different engines for cars based on country of production,Scatter Plot Matrix,2
291,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Line Graph,How is one variable effected by the other over time,Index Chart,1
292,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,Tree,"Origin, branches off into different branches and leaves",Cartesian Node-link Diagram,4
293,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Area Graph,Larger circle more data points,Dorling Cartogram,3
294,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,Circle Tree,"Origin, branches off into different branches and leaves",Sunburst Layout,4
295,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Dot Plot but not,Corresponding amount per number,Stem-and-Leaf Plot,2
296,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Map of distance,Temperature? Lat? Long?,Flow Map,3
297,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Scatterplot,Variables increase to the right and up,Q-Q Plots,2
298,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,Census / Demographic Data,Weight dist per weight,Graduated Symbol Map,3
299,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Bar Graph,"X axis time, y-axis relevance of industry",Small Multiples,1
300,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,Logic Tree,Represent relationship between classes in a software program,Radial Node-link Diagram,4
301,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Tree Graph,Maps relationships of certain components of a car to others,Parallel Coordinates,2
302,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Multi-colinearity matrix,Plot relationships two variables at a time based on x or y axis,Scatter Plot Matrix,2
303,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,Lineage Plot,Maps descendants of certain people,Arc Diagram,5
304,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,Line Graph and Histograph had a baby,"Blue means growth, red is in the negative",Horizon Graphs,1
305,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,Box Graph,"Each box represents a percentage, larger box is higher percentage",Treemap Layout,4
306,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,tree graph,Each circle is a part/a component of the larger circle,Nested Circles Layout,4
307,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Map,Color is showning the percentage of some data,Choropleth Map,3
308,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Multiple line chart,It shows the change in stock prices over time,index chart/ line chart,1
309,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,stacked line chart,Shows the proportion of categories across time,stacked graph,1
310,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Map,Obesity levels by state,cloroploth map,3
311,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,Tree Map,proportions of things in different categories,tree map,4
312,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Line charts,change in categories over time,small multiples,1
313,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,i do not know,groups of things,nested circle,4
314,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Stem and leaf plot,A bunch of numbers,Steam and Leaf plot,2
315,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Technology stock chart,Index Chart,Trends,1
316,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Mechanical Turk Participation Rates,Q-Q Plot,Distribution,2
317,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Obesity map of USA,Choropleth Map,Density,3
318,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/cartogram.html,Obesity in USA using Dorling Carogram,Dorling Cartogram/Area Chart,Proportions,3
319,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/arc.html,Interaction of Les Miserables characters,Arc Diagram,Relationships,5
320,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/index-chart.html,Index chart of stocks,Index Chart,Trends,1
321,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/symbol.html,Graduated Symbol Map of obesity,Pie Chart,Composition,3
322,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/splom.html,Plot of automobile data,Scatter Plot Matrix,Correlations,2
323,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/stack.html,Unemployment graph,Stacked Graph,Segmentation,1
324,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/force.html,Interaction graph,Force directed layout,Networks,5
325,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/multiples.html,Unemployment rate of US workers by industry,Small Multiples,Comparison,1
326,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/stem-and-leaf.html,Stem and Leaf Plot of Mechanical Turk Participation rates,Stem and Leaf Plot,Distribution,2
327,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/parallel.html,Parallel Coordinates of Automobile Data,Parallel Coordinates,Dimensions,2
328,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/horizon.html,Horizon Graph of unemployment,Horizon Graph,Compression,1
329,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/pack.html,Hypertree,The Flare Package tree,Circle Packing Tree,4
330,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/stack.html,Stacked Graph,Unemployment,Stacked Graph,1
331,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/parallel.html,Parallel plot diagram,Automobile Data,Parallel Coordinates,2
332,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/tree.html,tree map,The Flare Package tree,Node-Link Tree,4
333,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/index-chart.html,Line Chart,Stock Increase,Index Chart,1
334,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/multiples.html,I do not know,Unemployment,Small Multiples,1
335,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/stem-and-leaf.html,Stem and Leaf,Mechanical Turk Participation Rates,Stem and Leaf Plot,2
336,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/splom.html,Scatter Plot,Automobile Data,Scatter Plot Matrix,2
337,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/qqplot.html,Turker task group completion ,Mechanical Turk Participation Rates,Q-Q Plot,2
338,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/choropleth.html,Obesity in the United States (1995 to 2008),Obesity in the United States (1995 to 2008),Choropleth Map,3
339,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/cluster-radial.html,Radial trees ,The Flare Package tree,Radial Cluster Layout,4
340,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/treemap.html,I do not know,The Flare Package tree,Treemap Layout,4
341,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/index-chart.html,Line graph,Stock Increase,Index Chart,1
342,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/multiples.html,Bar graph,Unemployment,Small Multiples,1
343,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/stem-and-leaf.html,Stem and Leaf,Mechanical Turk Participation Rates,Stem and Leaf Plot,2
344,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/splom.html,Scatter Plot,Automobile Data,Scatter Plot Matrix,2
345,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/parallel.html,Neuro graph,Automobile Data,Parallel Coordinates,2
346,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/choropleth.html,Obesity in the US,Obesity in the United States (1995 to 2008),Choropleth Map,3
347,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/cartogram.html,Circles,Obesity in the United States (1995 to 2008),Dorling Cartogram,3
348,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/cluster-radial.html,Tree,The Flare Package tree,Radial Cluster Layout,4
349,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/symbol.html,Circle Map,Obesity in the United States (1995 to 2008),Graduated Symbol Map,3
350,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/tree.html,Node Tree,The Flare Package tree,Node-Link Tree,4
351,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/indent.html,Tree,The Flare Package tree,Indented Tree,4
352,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/icicle.html,Tree Levels,The Flare Package tree,Icicle Tree,4
353,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/treemap.html,Square Tree,The Flare Package tree,Treemap Layout,4
354,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/force.html,Node Tree,Les Misérables character interaction,Force directed graph,5
355,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/index-chart.html,Line Chart,Stock Increase,Index Chart,1
356,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/sunburst.html,Cricles,The Flare Package tree,Sunburst Tree,4
357,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/pack.html,Cricles,The Flare Package tree,Circle Packing Tree,4
358,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/stack.html,Stock Plot,Unemployment,Stacked Graph,1
359,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/qqplot.html,Linear Algebra,Mechanical Turk Participation Rates,Q-Q Plot,2
360,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/choropleth.html,Obesity in the US,Obesity in the United States (1995 to 2008),Choropleth Map,3
361,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/stem-and-leaf.html,Stem and Leaf graph,Mechanical Turk Participation Rates,Stem and Leaf Plot,2
362,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/parallel.html,Parallel Coordinates,Automobile Data,Parallel Coordinates,2
363,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/cartogram.html,Circle Graph,Obesity in the United States (1995 to 2008),Dorling Cartogram,3
364,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/icicle.html,Triangle Tree,The Flare Package tree,Icicle Tree,4
365,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/index-chart.html,Stock Trend chart,Stock increase,Index Chart ,1
366,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/stem-and-leaf.html,tree plot,Mechanical Turk Participation Rates,Stem-and-Leaf Plot ,2
367,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/splom.html,scatter plot,Automobile Data,Scatter Plot ,2
368,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/parallel.html,parallel plot,Automobile Data,Parallel Coordinates,2
369,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/tree.html,Tree,The Flare package tree,Tree chart,4
370,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/indent.html,Json,The Flare package tree,Indent chart,4
371,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/sunburst.html,Sector Tree,The Flare package tree,sunburst chart,4
372,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/treemap.html,Block Tree,The Flare package tree,Treemap chart,4
373,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/pack.html,Circle Tree,The Flare package tree,Pack chart,4
374,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/matrix.html,Matrix,Les Misérables character interaction ,Matrix graph,5
375,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/index-chart.html,Line plot,Stock increase,Index Chart ,1
376,https://homes.cs.washington.edu/~jheer//files/zoo/ex/time/stack.html,Stack plot,Unemployment ,Stacked Graph,1
377,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/qqplot.html,Q-Q Plot,Mechanical Turk Participation Rates,Q-Q Plot,2
378,https://homes.cs.washington.edu/~jheer//files/zoo/ex/stats/splom.html,Scatter Plot Matrix,Automobile Data,Scatter Plot ,2
379,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/choropleth.html,Choropleth Map,Obesity in the United States (1995 to 2008),Choropleth Map ,3
380,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/symbol.html,Graduated Symbol Map,Obesity in the United States (1995 to 2008),Graduated Symbol Map,3
381,https://homes.cs.washington.edu/~jheer//files/zoo/ex/maps/cartogram.html,Dorling Cartogram,Obesity in the United States (1995 to 2008),Dorling Cartogram,3
382,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/tree.html,Tree chart,The Flare package tree,Tree chart,4
383,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/cluster-radial.html,Radial chart,The Flare package tree,cluster-radial chart,4
384,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/treemap.html,Treemap,The Flare package tree,Treemap chart,4
385,https://homes.cs.washington.edu/~jheer//files/zoo/ex/hierarchies/pack.html,Circle ,The Flare package tree,Pack chart,4
386,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/force.html,directed graph,Les Misérables character interaction ,Force directed graph,5
387,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/arc.html,Arc graph,Les Misérables character interaction ,Arc graph,5
388,https://homes.cs.washington.edu/~jheer//files/zoo/ex/networks/matrix.html,Matrix graph,Les Misérables character interaction ,Matrix graph,5
389,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Index Chart,Line Graph,Index Chart of Certain Technology Stocks,1
390,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Unemployed US Workers by Industry,Stacked Graph,Stacked Graph of Unemployed U.S. workers by industry,1
391,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Unemployment Rate of US workers by industry 2000-10,"Don't know (Guessed wave 
graph)","Frequency Plots of 
Unemployment Rate 
for US Workers 
2000-10",1
392,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,U.S. Unemployment Rate,Horizon Graph,"Horizon Graphs of U.S.
Unemployment Rate,
2000-2010",1
393,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Mechanical Turk Participation rates,Stem and leaf plot,"Stem-and-Leaf Plot of 
Mechanical Turk
Participation Rates",2
394,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2B.1.png,Mechanical Turk Participation rates,QQ Plot,"Q-Q Plot of 
Mechanical Turk
Participation Rates",2
395,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2C.png,Automobile data,Scatter plots,"Scatterplot of 
Automobile Data",2
396,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2D.png,Automobile data,Parallel Coordinates,"Parallel Coordinates
of Automobile Data",2
397,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3A.png,Marching path data,"Flow Map of 
Napoleon's March
 on Moscow","Flow Map of 
Napoleon's
March on Moscow",3
398,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3B.png,Obesity data,"Chropleth Map of 
Obesity in the US","Choropleth Map
of Obesity in the US
(1995-2008)",3
399,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3C.1.png,Obesity in the US,"Graduated Symbol 
map","Graduated Symbol 
Map of Obesity in the
US (1995-2008)",3
400,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/3D.1.png,Obesity Percentage in the USA by State,Cartogram,"Dorling Cartogram of 
Obesity in the
US (1995-2008)",3
401,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4A.png,Flare package,Node-link tree,"Flare package tree,
laid out in horizontal
layers",4
402,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4B.png,Variables and Workflow for Database Backend,Radial Cluster,"Flare package laid out
in radial layers",4
403,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4C.png,Flare Visualization Toolkit,Flare Package Tree,"Flare package laid out
in an indented tree",4
404,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4D.png,Database Workflow Visualization,Icicle Tree,"Flare package labeled
in horizontal layers",4
405,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4E.png,Selected Technology Stocks,Index Chart,Sunburst Tree,4
406,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4F.png,Flare Package Tree,Flare Package Tree,"Flare Package tree, 
labeled in sub-divided
rectangles",4
407,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/4G.png,Flare tree,Bubble Chart,Nested Circles,4
408,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5A.png,Cluster Interactions,Le Miserables Force,Force Directed Graph,5
409,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5B.png,"Character interactions between 
Les Miserables",I Don't know,"Measuring 
appearances of 
character in Les 
Miserables, lines
represent
co-occurences
",5
410,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/5C.png,"Character interactions between 
Les Miserables",I don't know,Interaction Matrix,5
411,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1A.png,Stock Gains/Losses,Multiple Line Chart,"Index Chart of Certain
Technology Stocks",1
412,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1B.png,Unemployed U.S. Workers,Stacked Graph,"Stacked Graph of 
Unemployed U.S.
workers by industry",1
413,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1C.png,Unemployment Rate,Area Graph,"Frequency Plots of 
Unemployment Rate 
for US Workers 
2000-10",1
414,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/1D.png,"Horizon Grpahs of U.S. Unemployment 
Rate 2000-2010",Horizon Graphs,"Horizon Graphs of 
U.S.
Unemployment Rate,
2000-2010",1
415,https://web.cse.ohio-state.edu/~chen.8028/Teaching/2023Lab5Data/2A.png,Participation rate distribution,Stem and leaf plot,"Stem-and-Leaf Plot of 
Mechanical Turk
Participation Rates",2
